request_time,request_url,response_code,response_size,last_update_local,last_update_remote,source_register
20200918 07:08:35 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 08:08:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 08:08:37 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 09:08:21 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 09:08:49 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 10:08:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 10:08:44 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 11:08:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 11:08:42 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 12:08:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 12:08:43 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 13:08:18 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 13:08:43 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 14:08:24 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 14:08:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 15:08:21 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 15:08:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 16:08:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 16:08:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 17:08:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 17:08:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 18:08:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 18:08:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 19:08:21 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 19:08:58 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 20:08:26 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 20:08:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 21:08:24 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 21:08:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 22:08:22 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 22:08:57 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200918 23:08:25 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200918 23:08:58 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 00:12:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 00:12:05 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 01:21:42 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 01:21:44 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 02:21:42 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 02:21:42 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 03:21:41 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 03:21:42 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 04:21:43 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 04:21:45 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 05:21:42 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 05:21:43 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 06:21:43 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 06:21:45 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 07:21:43 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 08:21:48 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 08:21:50 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 09:21:48 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 13:21:48 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 13:21:48 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 14:21:50 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 14:21:51 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 18:21:50 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 19:21:50 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 20:21:52 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 22:21:50 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 22:21:57 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 23:21:51 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 23:21:58 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 00:21:51 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 00:21:58 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 01:21:51 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 01:22:00 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 03:22:02 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 04:22:05 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 05:22:03 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 06:22:10 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 07:22:07 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 08:22:08 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 09:21:54 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 10:21:54 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 10:22:12 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 11:21:53 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 11:22:11 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 12:21:54 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 12:22:11 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 13:21:54 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 13:22:15 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 14:21:56 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 14:22:18 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 15:21:54 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 15:22:17 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 17:21:55 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 17:22:20 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 18:21:56 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 18:22:21 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 19:21:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 19:22:24 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 20:21:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 21:21:56 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 21:22:24 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 00:21:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 00:22:25 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 01:21:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 01:22:25 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 07:22:30 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 20:22:35 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 15:22:41 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 16:22:43 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 17:22:42 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 20:22:49 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 20:30:51 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200922 21:22:48 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 22:22:50 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 23:22:52 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 00:22:48 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 04:22:51 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 06:22:51 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 08:22:52 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 09:22:52 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 10:22:52 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 11:22:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200928 20:23:28 GMT,https://www.who.int/ictrp/en/,200,74154,20200924,20200924,ICTRP
20200919 09:21:45 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 10:21:45 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 10:21:49 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 11:21:46 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 11:21:49 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 12:21:47 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 12:21:50 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 15:21:49 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 15:21:50 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 16:21:49 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 16:21:53 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 17:21:56 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 17:21:57 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 18:21:49 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 19:21:52 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 20:21:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200919 21:21:50 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200919 21:21:58 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 02:21:54 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 02:22:00 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 03:21:51 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 04:21:52 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 05:21:52 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 06:21:53 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 07:21:53 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 08:21:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 09:22:11 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 16:21:55 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 16:22:16 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 20:22:23 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 22:21:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 22:22:26 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200920 23:21:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200920 23:22:23 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 02:22:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 02:22:27 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 03:21:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 03:22:27 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 04:21:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 04:22:27 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 05:21:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 05:22:28 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 06:22:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 06:22:28 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 07:22:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 08:22:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 08:22:31 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 09:22:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 09:22:31 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 10:22:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200921 10:22:32 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 11:22:32 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 12:22:33 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 13:22:32 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 14:22:32 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 15:22:34 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 16:22:33 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 17:22:33 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 18:22:34 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 19:22:34 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 21:22:36 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 22:22:36 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200921 23:22:36 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 00:22:36 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 01:22:36 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 02:22:38 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 03:22:38 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 04:22:38 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 05:22:38 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 06:22:38 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 07:22:39 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 08:22:39 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 09:22:40 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 10:22:40 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 11:22:40 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 12:22:41 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 13:22:42 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 14:22:41 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 16:25:13 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200922 18:22:45 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200922 19:22:46 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 01:22:48 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 02:22:51 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 02:24:13 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200923 03:22:50 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 05:22:51 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 06:26:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=08%2F28%2F2020,200,21,20200827,,ClinicalTrials.gov
20200923 07:22:51 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 13:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 14:22:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 15:22:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 16:22:54 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 17:22:57 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 18:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 19:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 20:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 21:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 22:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200923 23:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 00:22:55 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 01:22:57 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 02:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 03:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 04:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 05:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 06:22:57 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 07:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 08:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 09:22:56 GMT,https://www.who.int/ictrp/en/,200,74155,20200916,20200916,ICTRP
20200924 10:22:56 GMT,https://www.who.int/ictrp/en/,200,74154,20200916,20200924,ICTRP
20200924 10:23:05 GMT,https://www.who.int/ictrp/COVID19-web.csv,200,19319271,20200916,20200924,ICTRP
20200924 12:22:59 GMT,https://www.who.int/ictrp/en/,200,74154,20200924,20200924,ICTRP
20200924 13:23:01 GMT,https://www.who.int/ictrp/en/,200,74154,20200924,20200924,ICTRP
20200924 14:22:59 GMT,https://www.who.int/ictrp/en/,200,74154,20200924,20200924,ICTRP
