request_time,request_url,response_code,response_size,last_update_local,last_update_remote,source_register
20200515 18:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200605 21:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200605 21:13:19 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 22:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200605 22:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 23:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200515 19:04:52 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200515 19:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200515 20:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200515 20:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200515 21:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200515 21:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200515 22:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200515 22:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200515 23:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200515 23:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 00:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 00:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 01:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 01:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 02:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 02:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 03:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 03:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 04:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 04:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 05:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 05:57:31 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 06:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 06:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 07:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 07:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 08:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 08:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 09:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 09:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 10:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 10:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 11:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 11:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 12:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 12:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 13:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 13:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 14:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 14:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 15:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 15:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 16:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 16:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 17:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 17:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 18:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 18:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 19:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 19:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 20:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 20:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 21:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 21:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200516 22:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 22:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 06:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200605 23:13:19 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200516 23:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200516 23:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 00:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 00:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 01:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 01:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 02:03:57 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 02:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 03:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 03:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 04:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 04:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 05:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 05:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 06:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 06:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 07:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 07:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 08:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 08:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 09:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 09:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 10:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 10:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 11:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 11:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 12:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 12:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 13:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 13:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 14:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 14:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 15:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 15:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 16:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 16:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 17:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 17:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 18:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 18:57:32 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 19:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 19:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 20:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 20:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 21:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 21:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 22:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 22:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200517 23:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200517 23:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 00:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 00:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 01:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 01:57:34 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 02:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 02:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 03:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 03:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 04:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 04:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 05:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 05:57:33 GMT,https://www.who.int/ictrp/en/,200,73413,20200515,20200515,ICTRP
20200518 06:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 07:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 07:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 08:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 08:57:33 GMT,https://www.who.int/ictrp/en/,200,74253,20200515,20200515,ICTRP
20200518 09:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 09:57:38 GMT,https://www.who.int/ictrp/en/,200,74253,20200515,20200515,ICTRP
20200518 10:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 11:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 11:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 12:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 12:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 13:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 13:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 14:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 14:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 15:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,404,21,20200515,,ClinicalTrials.gov
20200518 15:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 16:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F16%2F2020,200,21,20200515,,ClinicalTrials.gov
20200518 16:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 17:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 17:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 18:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 18:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 19:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 19:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 20:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 20:57:33 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 21:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 21:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 22:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 22:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200518 23:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200518 23:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 00:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 00:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 01:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 01:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 02:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 02:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 03:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 03:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 04:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 04:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 05:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 05:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 06:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 06:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 07:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 07:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 08:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 08:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 09:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 09:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 10:03:58 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 10:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 11:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,404,21,20200518,,ClinicalTrials.gov
20200519 11:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 12:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F19%2F2020,200,21,20200518,,ClinicalTrials.gov
20200519 12:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 13:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 13:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 14:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 14:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 15:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 15:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 16:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 16:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 17:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 17:57:35 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 18:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 18:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 19:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 19:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 20:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 20:57:34 GMT,https://www.who.int/ictrp/en/,200,73552,20200515,20200515,ICTRP
20200519 21:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 21:57:34 GMT,https://www.who.int/ictrp/en/,200,73598,20200515,20200519,ICTRP
20200519 21:57:38 GMT,https://www.who.int/ictrp/COVID19-web.csv,200,9145568,20200515,20200519,ICTRP
20200519 22:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 22:57:34 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200519 23:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200519 23:57:34 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 00:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 00:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
